state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
AK,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,no
RI,145,area_code_408,no,yes,43,257.7,97,43.81,162.1,95,13.78,286.9,86,12.91,11.1,4,3,2,no
AZ,93,area_code_415,no,no,0,271.6,71,46.17,NA,108,19.5,77.3,121,3.48,10.9,3,2.94,2,no
AK,141,area_code_408,no,no,0,83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1,no
LA,43,area_code_415,no,no,0,241.9,101,41.12,129.4,121,11,264.8,104,11.92,5.9,3,1.59,1,no
ME,97,area_code_510,no,no,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,yes
KS,68,area_code_510,no,no,0,159.5,123,27.12,240.8,93,20.47,210.3,76,9.46,11.4,3,3.08,1,no
ME,66,area_code_408,no,yes,26,254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,2,no
MA,102,area_code_415,no,yes,31,125.3,92,21.3,141.2,108,12,168.2,68,7.57,6.3,2,1.7,3,no
NH,NA,area_code_408,no,no,0,138.1,115,23.48,158.2,82,13.45,215.7,118,9.71,10.3,2,2.78,5,yes
CA,111,area_code_408,no,no,0,2038.5,109,42.47,1174.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,yes
PA,108,area_code_510,no,yes,25,170.7,88,29.02,109.9,113,9.34,165.7,99,7.46,8.7,1,2.35,3,no
MS,189,area_code_415,no,no,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,no
DE,110,area_code_510,no,no,0,2055.5,115,25.25,1208.4,84,23.49,193.6,112,8.71,12.4,3,3.35,1,no
NM,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,no
OH,115,area_code_510,yes,no,0,345.3,81,58.7,203.4,106,17.29,217.5,107,9.79,11.8,NA,3.19,1,yes
TN,95,area_code_510,no,no,0,2074,57,29.58,1213.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,no
AR,74,area_code_510,no,no,0,148.5,111,25.25,146.5,42,12.45,289.2,83,13.01,9.9,6,2.67,3,no
MA,13,area_code_408,no,no,0,220.4,100,37.47,211.2,79,17.95,259.3,112,11.67,13.6,8,3.67,2,no
MD,74,area_code_415,no,no,0,155.7,116,26.47,173.7,63,14.76,257.4,97,11.58,8.1,4,2.19,0,no
NY,115,area_code_510,no,yes,16,133.3,110,22.66,185.7,111,15.78,161.5,113,7.27,5.6,4,1.51,2,no
VA,118,area_code_408,no,no,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10,1,2.7,2,no
ME,105,area_code_408,no,yes,33,209.6,68,35.63,146.9,140,12.49,121,131,5.44,10.6,3,2.86,2,no
GA,NA,area_code_408,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,yes
MI,30,area_code_510,no,no,0,227.4,88,38.66,NA,100,15.51,191.7,134,8.63,12.5,3,3.38,0,no
LA,155,area_code_415,no,no,-6,203.4,100,34.58,190.9,104,16.23,196,119,8.82,8.9,4,2.4,0,yes
MO,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,no
MS,126,area_code_415,no,no,0,228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1,no
CT,97,area_code_415,no,no,0,2129.9,58,36.6,1174.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,no
CT,115,area_code_415,no,no,0,245,97,41.65,250.7,75,21.31,270.2,124,12.16,13.7,8,3.7,1,yes
HI,135,area_code_415,no,no,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,no
AL,NA,area_code_408,no,no,0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0,no
AK,103,area_code_510,no,no,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2,no
MD,90,area_code_415,no,no,-8,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,no
MD,133,area_code_510,no,no,0,295,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,yes
TN,47,area_code_415,no,yes,30,196.6,93,33.42,241.4,140,20.52,226,118,10.17,12.9,4,3.48,2,no
MD,108,area_code_415,yes,yes,42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,yes
VT,125,area_code_415,no,no,0,126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,2,no
NM,62,area_code_415,no,no,0,1940.1,91,41.7,1054.9,130,10.45,228.4,102,10.28,8.5,4,2.3,4,no
NH,88,area_code_415,no,no,0,202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,2,no
SC,87,area_code_408,no,no,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,yes
VA,139,area_code_415,yes,no,0,2127.4,121,27.46,1124.9,137,16.4,168.3,96,7.57,11.2,13,3.02,0,no
PA,75,area_code_510,no,no,0,109,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4,yes
ME,75,area_code_408,yes,no,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4,yes
CT,107,area_code_408,no,no,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,3,3.89,1,no
NJ,-138,area_code_408,no,no,0,241.8,93,41.11,170.5,83,14.49,295.3,104,13.29,11.8,7,3.19,3,no
FL,119,area_code_415,no,no,0,109.2,96,18.56,153.1,80,13.01,240,102,10.8,9.8,5,2.65,2,no
MI,146,area_code_408,no,no,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,yes
OR,125,area_code_408,no,yes,32,96.5,109,16.41,145.8,109,12.39,174.4,82,7.85,9.4,2,2.54,1,no
MD,160,area_code_415,no,no,0,256,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,no
CT,152,area_code_408,no,yes,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,no
NM,56,area_code_408,no,no,0,146.1,57,24.84,196.2,97,16.68,310.1,110,13.95,9.2,3,2.48,0,no
ND,110,area_code_415,no,no,0,135.1,109,22.97,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1,no
FL,22,area_code_415,no,no,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,no
NE,76,area_code_415,no,no,0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,yes
MA,51,area_code_415,no,no,0,183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7,3,1.89,1,no
TX,47,area_code_408,no,yes,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0,no
UT,116,area_code_415,no,yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,no
CT,100,area_code_510,yes,no,0,107.2,98,18.22,86.8,122,7.38,156.2,117,7.03,9.7,4,2.62,1,no
AK,76,area_code_415,no,no,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,no
NE,64,area_code_510,no,no,0,219.2,73,37.26,167,65,14.2,161.4,119,7.26,10,5,2.7,1,no
NM,NA,area_code_415,no,no,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,no
CA,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,no
NE,NA,area_code_415,no,yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,no
CO,63,area_code_415,no,yes,32,30.9,113,5.25,187,113,15.9,230.8,101,10.39,8.6,7,2.32,1,no
NC,210,area_code_415,no,yes,31,1946.3,87,53.35,1079.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,no
OH,NA,area_code_408,no,no,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,yes
DE,63,area_code_408,no,no,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,NA,3,3,no
MT,143,area_code_415,no,no,0,172.3,97,29.29,174,108,14.79,188.2,119,8.47,13,4,3.51,2,no
IN,NA,area_code_408,no,no,0,175.5,67,29.84,249.3,85,21.19,270.2,98,12.16,10.2,3,2.75,1,no
OK,149,area_code_510,yes,no,0,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,no
OH,83,area_code_415,no,yes,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,no
ID,60,area_code_510,no,no,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2,1,no
OK,92,area_code_510,no,no,0,176.3,85,29.97,93.4,125,7.94,207.2,107,9.32,9.6,1,2.59,2,no
IA,79,area_code_415,no,yes,17,167.9,114,28.54,243.7,93,20.71,211.9,114,9.54,9.1,2,2.46,1,no
NE,194,area_code_408,no,no,0,48.4,101,8.23,281.1,138,23.89,218.5,87,9.83,18.2,1,4.91,1,no
DE,142,area_code_408,no,no,0,187,133,31.79,134.6,74,11.44,242.2,127,10.9,7.4,5,2,2,no
MT,58,area_code_510,no,yes,29,2065.1,80,40.87,1050.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,no
GA,64,area_code_408,no,no,0,2006.2,117,21.1,1124.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,no
AK,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,NA,no
KY,155,area_code_510,no,no,0,184.6,102,31.38,196,117,16.66,226.5,122,10.19,7.8,1,2.11,1,no
OR,59,area_code_408,no,yes,28,120.9,97,20.55,213,92,18.11,163.1,116,7.34,8.5,5,2.3,2,no
ID,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,no
NY,64,area_code_408,no,no,0,2094.7,126,37.33,1235.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1,no
OR,61,area_code_415,no,no,0,234.2,76,39.81,216.7,108,18.42,130.6,122,5.88,13.9,2,3.75,1,no
NE,117,area_code_415,no,no,0,102.8,119,17.48,206.7,91,17.57,299,105,13.46,10.1,7,2.73,1,no
NJ,80,area_code_415,no,no,0,268.7,120,45.68,301,147,25.59,167,140,7.52,5.8,1,1.57,2,yes
MN,117,area_code_408,no,yes,21,153.2,112,26.04,263.3,110,22.38,135,85,6.08,11.9,7,3.21,1,no
ID,174,area_code_408,no,no,0,192.1,97,32.66,169.9,94,14.44,166.6,54,7.5,11.4,4,3.08,1,no
KS,NA,area_code_415,no,no,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13,2,3.51,1,no
MO,84,area_code_415,no,yes,35,207.5,138,35.28,201,116,17.09,164.5,107,7.4,7.5,16,2.03,4,no
UT,95,area_code_415,no,no,0,157.9,103,26.84,259.6,90,22.07,230,117,10.35,14,2,3.78,0,no
LA,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,no
WA,84,area_code_415,no,no,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,yes
AK,101,area_code_510,no,no,0,174.9,105,29.73,262,75,22.27,210,93,9.45,8.5,5,2.3,1,no
NE,155,area_code_408,no,yes,21,1987.7,91,33.3,1145.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,no
ID,169,area_code_415,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,10,3.59,1,no
KS,143,area_code_408,no,yes,24,2012.7,69,31.72,1154,116,18.87,234.9,138,10.57,11.6,5,3.13,1,no
VA,50,area_code_415,yes,no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,yes
MT,13,area_code_415,no,yes,31,265.3,94,45.1,NA,95,12.55,259.3,117,11.67,12.9,1,3.48,1,no
AR,110,area_code_408,no,no,0,55.3,102,9.4,164.7,124,14,200.7,108,9.03,10.2,5,2.75,1,no
IL,70,area_code_408,no,no,0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,2.16,2,no
NJ,135,area_code_510,no,yes,28,201.4,100,34.24,246.5,117,20.95,154.8,131,6.97,12.9,NA,3.48,2,yes
MN,129,area_code_510,no,yes,31,193,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,no
CA,137,area_code_415,no,yes,22,1981.8,42,32.23,1111,137,15.22,179.6,126,8.08,11.4,5,3.08,2,no
NC,NA,area_code_408,no,no,0,224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,0,no
ID,151,area_code_415,no,no,0,194.8,106,33.12,292.7,103,24.88,224.6,82,10.11,5.5,3,1.49,0,no
NC,38,area_code_408,no,no,0,2008.4,98,22.3,1094.9,97,13.85,159,106,7.15,8.2,6,2.21,2,no
ID,119,area_code_415,yes,yes,32,173,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,no
MT,33,area_code_510,no,yes,35,161.9,85,27.52,151.2,82,12.85,191,131,8.59,8.5,2,2.3,1,no
LA,109,area_code_415,no,yes,27,166.9,85,28.37,221.2,92,18.8,197.3,97,8.88,12.3,4,3.32,1,yes
UT,105,area_code_415,no,no,0,2167.2,71,18.09,1172.1,83,20.41,147.7,114,6.65,5.3,4,1.43,6,yes
TX,50,area_code_510,no,no,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,no
VT,124,area_code_415,no,no,0,2095.7,72,30.33,1165.6,134,19.86,179.4,91,8.07,12,2,3.24,0,no
NM,-93,area_code_510,no,yes,21,117.9,131,20.04,164.5,115,13.98,217,86,9.76,9.8,3,2.65,1,no
KS,128,area_code_510,no,no,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,no
WY,146,area_code_415,no,yes,11,2025.7,82,30.72,1105.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,no
AK,78,area_code_510,no,no,0,190.3,88,32.35,194.5,89,16.53,256.5,109,11.54,11.7,NA,3.16,2,no
SD,108,area_code_415,no,no,0,2038,78,40.83,1162.3,109,19.58,217,83,9.76,5.2,1,1.4,2,no
MA,111,area_code_415,no,no,0,284.4,89,48.35,157,113,13.35,242.8,91,10.93,8.4,8,2.27,0,yes
WV,54,area_code_510,no,yes,33,112,90,19.04,208,112,17.68,150.3,83,6.76,11.3,4,3.05,2,no
OR,21,area_code_510,no,yes,31,135.9,90,23.1,271,84,23.04,179.1,89,8.06,9.5,7,2.57,6,no
TX,52,area_code_415,no,no,0,155,110,26.35,133.4,104,11.34,176.1,84,7.92,7,4,1.89,4,yes
NE,174,area_code_415,no,no,0,124.3,76,21.13,277.1,112,23.55,250.7,115,11.28,15.5,NA,4.19,3,no
OR,27,area_code_510,no,no,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15,6,4.05,5,no
CT,119,area_code_408,no,no,0,294.2,100,50.01,NA,53,19.76,195,64,8.78,9,1,2.43,0,yes
NJ,108,area_code_415,no,yes,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,no
SC,99,area_code_510,yes,yes,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0,no
CA,120,area_code_415,no,no,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7,13.8,3,3.73,1,no
KY,38,area_code_408,no,yes,36,115.4,98,19.62,NA,83,14.13,184.7,79,8.31,15.2,6,4.1,2,no
MT,100,area_code_415,no,no,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,yes
MO,58,area_code_415,no,no,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,no
IN,130,area_code_408,no,no,0,115.6,129,19.65,167.8,104,14.26,141.8,124,6.38,12.6,9,3.4,1,no
AZ,100,area_code_415,no,yes,26,153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,1,no
VT,116,area_code_415,no,no,-3,129.4,84,22,157.3,89,13.37,215.5,77,9.7,13.3,3,3.59,0,no
RI,123,area_code_510,no,yes,23,245,88,41.65,265,105,22.53,239.7,108,10.79,14.9,3,4.02,2,no
CO,137,area_code_415,no,no,0,127,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,1,no
NJ,NA,area_code_415,yes,yes,20,187.5,110,31.88,169.8,94,14.43,175.3,127,7.89,12.1,4,3.27,1,no
KS,163,area_code_415,no,no,0,191.3,89,32.52,193.9,87,16.48,268.4,121,12.08,12.8,4,3.46,1,no
ND,70,area_code_415,no,yes,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,no
DE,NA,area_code_415,no,no,0,199.8,138,33.97,167.1,91,14.2,271.8,94,12.23,5.5,4,1.49,1,no
IL,-44,area_code_415,no,yes,34,221.8,105,37.71,161.7,85,13.74,227.7,62,10.25,14,7,3.78,0,no
RI,107,area_code_510,yes,no,0,194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,2,no
KY,131,area_code_415,no,no,0,1949.7,129,28.31,1142.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,no
WV,NA,area_code_415,no,yes,28,220.3,96,37.45,285.8,72,24.29,203,111,9.14,9.4,6,2.54,4,no
NV,NA,area_code_510,no,yes,27,67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,2,no
OR,116,area_code_415,yes,no,0,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,12.6,5,3.4,3,no
NV,115,area_code_415,no,no,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,yes
NJ,NA,area_code_408,no,no,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,yes
WV,137,area_code_408,no,no,0,174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,0,no
MT,NA,area_code_408,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,no
ID,82,area_code_415,no,no,0,266.9,83,45.37,229.7,74,19.52,251.7,99,11.33,11,6,2.97,3,yes
FL,129,area_code_415,yes,no,0,267.4,78,45.46,NA,85,17.36,111.7,146,5.03,5.9,4,1.59,1,no
WY,129,area_code_510,no,no,0,143.7,114,24.43,297.8,98,25.31,212.6,86,9.57,11.4,8,3.08,4,no
MA,-108,area_code_415,no,no,0,178.3,137,30.31,189,76,16.07,129.1,102,5.81,14.6,5,3.94,0,no
TX,130,area_code_408,no,no,0,252,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,no
CO,-104,area_code_415,no,no,0,182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,2,no
MD,116,area_code_408,no,no,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,yes
CT,NA,area_code_408,no,yes,25,190,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,no
OH,32,area_code_415,no,yes,31,232.8,97,39.58,183.5,111,15.6,206.8,111,9.31,13,NA,3.51,0,no
ND,NA,area_code_408,no,yes,33,177.1,100,30.11,194,85,16.49,253.4,124,11.4,5.2,5,1.4,1,no
IL,57,area_code_415,no,yes,30,179.2,105,30.46,283.2,83,24.07,228.1,77,10.26,14.7,5,3.97,1,no
WV,50,area_code_408,no,no,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,yes
CO,154,area_code_415,no,no,0,350.8,75,59.64,216.5,94,18.4,253.9,100,11.43,10.1,9,2.73,1,yes
WI,85,area_code_408,yes,no,0,165.4,107,28.12,196,126,16.66,349.2,110,15.71,9.6,7,2.59,2,no
FL,116,area_code_408,no,no,0,146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1,no
HI,101,area_code_415,no,yes,24,114.1,95,19.4,161.5,86,13.73,176.3,90,7.93,13,9,3.51,2,no
WV,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,no
WV,NA,area_code_415,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,no
AR,NA,area_code_415,no,yes,23,253,78,43.01,138.9,121,11.81,277.8,104,12.5,11.8,3,3.19,2,no
VT,93,area_code_408,no,no,0,149.6,120,25.43,200.7,85,17.06,181.2,107,8.15,14.3,9,3.86,0,no
NM,96,area_code_415,no,yes,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,no
UT,4,area_code_510,yes,no,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,no
WA,71,area_code_408,no,no,0,141.2,132,24,149.1,90,12.67,171.4,72,7.71,7,2,1.89,2,no
VT,146,area_code_510,yes,no,0,204.4,135,34.75,219.1,90,18.62,222.7,114,10.02,10.5,6,2.84,3,no
VA,86,area_code_415,no,yes,-10,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,no
CT,33,area_code_510,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,no
CT,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,no
ME,NA,area_code_415,no,no,0,223.2,76,37.94,214.4,131,18.22,154.4,80,6.95,10.1,2,2.73,3,no
AL,55,area_code_415,yes,no,0,191.9,91,32.62,256.1,110,21.77,203.7,101,9.17,14.3,6,3.86,1,yes
OK,180,area_code_415,no,no,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,no
CT,77,area_code_415,no,no,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,yes
NV,124,area_code_415,no,no,0,2082.5,61,39.85,1111.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,no
RI,117,area_code_408,no,yes,13,2138.3,65,35.29,1084.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,no
HI,134,area_code_408,no,no,0,2018.7,126,41.21,1084.9,115,13,318.3,115,14.32,11.8,6,3.19,1,no
CO,107,area_code_415,no,no,0,204.5,108,34.77,162.4,110,13.8,155,102,6.98,13.4,1,3.62,3,no
GA,74,area_code_510,no,yes,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,no
HI,64,area_code_415,no,no,0,194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,2,no
UT,68,area_code_415,no,no,0,213.9,112,36.36,260.5,100,22.14,233.8,97,10.52,8.4,3,2.27,1,yes
UT,201,area_code_510,no,no,-8,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7,6,1.89,1,no
DC,93,area_code_408,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,no
KY,57,area_code_415,no,yes,29,279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13,2,3.51,1,no
NY,104,area_code_415,no,no,0,264,108,44.88,132.2,75,11.24,177.7,91,8,10.6,8,2.86,3,no
IL,107,area_code_415,no,yes,14,2088.2,132,19.43,1131.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1,no
TN,120,area_code_408,yes,no,0,179.9,72,30.58,170,98,14.45,190.6,89,8.58,13.8,2,3.73,1,yes
UT,72,area_code_415,no,no,0,118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,3,no
AK,NA,area_code_415,no,no,0,58.2,94,9.89,138.7,118,11.79,136.8,91,6.16,11.9,1,3.21,5,yes
WA,55,area_code_408,no,no,0,285.7,124,48.57,230.9,106,19.63,230.7,140,10.38,14.8,7,4,0,yes
WA,63,area_code_408,no,no,0,211.7,107,35.99,271.7,77,23.09,203.3,108,9.15,7.4,7,2,0,no
IL,89,area_code_415,yes,yes,19,112.6,114,19.14,261.7,132,22.24,123.5,116,5.56,11.1,2,3,0,yes
IN,168,area_code_415,no,no,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,NA,2.67,2,no
ME,148,area_code_408,no,yes,33,241.7,84,41.09,165.8,84,14.09,160.6,80,7.23,11.3,3,3.05,1,no
NH,119,area_code_408,no,no,0,138.3,89,23.51,170.5,78,14.49,263.9,98,11.88,13.5,6,3.65,3,no
ND,NA,area_code_510,no,no,NA,NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,no
NH,120,area_code_510,no,yes,43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,no
WA,107,area_code_415,no,no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,no
IN,94,area_code_408,no,no,0,157.9,105,26.84,155,101,13.18,189.6,84,8.53,8,NA,2.16,4,yes
NV,NA,area_code_415,no,no,0,145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1,no
WY,99,area_code_408,no,yes,28,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,no
ME,62,area_code_415,yes,yes,32,2016.3,93,37.13,1168.7,132,20.12,192.2,137,8.65,13.2,3,3.56,0,yes
WY,97,area_code_510,yes,no,0,236.9,107,40.27,157.6,105,13.4,241,120,10.85,7.3,2,1.97,0,yes
AZ,NA,area_code_415,no,no,0,58.9,125,10.01,169.6,59,14.42,211.4,88,9.51,9.4,3,2.54,1,no
WI,85,area_code_415,no,no,0,102,95,17.34,270.2,139,22.97,148.2,105,6.67,10.7,3,2.89,1,no
NY,92,area_code_408,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1,no
TX,97,area_code_415,yes,no,0,2029,117,24.43,1205,82,23.21,178.3,81,8.02,10.9,3,2.94,0,no
WV,141,area_code_415,yes,yes,37,258.6,84,43.96,222,111,18.87,326.4,97,14.69,11.2,5,3.02,0,no
MD,135,area_code_408,yes,yes,41,173.1,85,29.43,203.9,107,17.33,122.2,78,5.5,14.6,15,3.94,0,yes
TN,103,area_code_415,no,no,0,141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1,no
MT,137,area_code_408,yes,no,0,258,112,43.86,246.5,117,20.95,173.2,100,7.79,10.9,3,2.94,0,yes
KY,NA,area_code_415,no,no,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,no
TX,125,area_code_415,no,no,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11,4,2.97,1,no
NE,92,area_code_415,no,no,0,181.4,98,30.84,164.5,98,13.98,171,110,7.69,10.9,4,2.94,2,no
ND,68,area_code_408,no,no,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,no
OK,100,area_code_415,no,no,0,203.1,96,34.53,217,126,18.45,180.9,122,8.14,13.5,2,3.65,3,no
MI,51,area_code_415,no,no,0,229.7,129,39.05,336,104,28.56,192.8,128,8.68,9.6,1,2.59,1,yes
ND,90,area_code_415,no,yes,22,2094.3,94,21.17,1163.7,90,19.69,222.2,108,10,6.4,12,1.73,1,no
MA,88,area_code_415,no,no,0,264.8,124,45.02,245.4,112,20.86,160.5,115,7.22,14.8,2,4,1,yes
